name,age,"      Narrated 'Umar bin Al-Khattab:                          I heard Allah's Apostle saying, ""The reward of deeds depends upon the      intentions and every person will get the reward according to what he      has intended. So whoever emigrated for worldly benefits or for a woman     to marry, his emigration was for what he emigrated for."""
Sarah,30," Narrated `Aun bin Abi Juhaifa:                     I heard my father saying, ""The Prophet led us, and prayed a two-rak`at Zuhr prayer and then a tworak` at `Asr prayer at Al-Batha' [??] with a short spear (planted) in front of him (as a Sutra) while women and donkeys were passing in front of him (beyond that stick)."
Sarah,30, Narrated Sahl (bin Sa`d):                     The distance between the Musalla of Allah's Apostle and the wall was just sufficient for a sheep to pass through .
Sarah,30, Narrated Salama:                     The distance between the wall of the mosque and the pulpit was hardly enough for a sheep to pass through.
Sarah,30, Narrated `Abdullah:                     The Prophet used to get a Harba planted in front of him (as a Sutra) and pray behind it.
Sarah,30," Narrated `Aun bin Abi Juhaifa:                     that he had heard his father saying, ""Allah's Apostle came to us at midday and water was brought for his ablution. He performed ablution and led us in Zuhr and `Asr prayers with a short stpear (or stick) planted in front of him (as a Sutra), while women and donkeys were passing beyond it."""
Sarah,30," Narrated Anas Ibn Malik:                     Whenever the Prophet went for answering the call of nature, I and another boy used to go after him with a staff, a stick or a short spear (or stick) and a tumbler of water and when he finished from answering the call of nature we would hand that tumbler of water to him."
Sarah,30, Narrated Abu Juhaifa:                     Allah's Apostle came out at midday and offered a two-rak`at Zuhr and `Asr prayers at Al-Batha and a short spear (or stick) was planted in front of him (as a Sutra). He performed ablution and the people took the remaining water left after his ablution and rubbed their bodies with it.
Sarah,30," Narrated Yazid bin Al `Ubaid:                     I used to accompany Salama bin Al-Akwa` and he used to pray behind the pillar which was near the place where the Qur'ans were kept. I said, ""O Abu Muslim! I see you always seeking to pray behind this pillar."" He replied, ""I saw Allah's Apostle always seeking to pray near that pillar."""
Sarah,30, Narrated Anas:                     I saw the most famous people amongst the companions of the Prophet hurrying towards the pillars at the Maghrib prayer before the Prophet came for the prayer.
Sarah,30," Narrated Ibn `Umar:                     The Prophet entered the Ka`ba along with Usama bin Zaid, `Uthman bin Talha and Bilal and remained there for a long time. When they came out, I was the first man to enter the Ka`ba. I asked Bilal ""Where did the Prophet pray?"" Bilal replied, ""Between the two front Pillars."""
Sarah,30," Narrated Nafi`:                     `Abdullah bin `Umar said, ""Allah's Apostle entered the Ka`ba along with Usama bin Zaid, Bilal and `Uthman bin Talha Al-Hajabi and closed the door and stayed there for some time. I asked Bilal when he came out, 'What did the Prophet do?' He replied, 'He offered prayer with one pillar to his left and one to his right and three behind.' In those days the Ka`ba was supported by six pillars."" Malik said: ""There were two pillars on his (the Prophet's) right side."""
Sarah,30," Narrated Nafi':                      Whenever 'Abdullah entered the Ka'bah, he used to go ahead leaving the door of the Ka'bah behind him. He would proceed on till the remaining distance between him and the opposite wall about three cubits. Then he would off prayer there where the Prophet () had offered Salat, as Bilal informed me. Ibn 'Umar said, ""It does not matter for any of us to offer prayers at any place inside the Ka'bah."""
Sarah,30," Narrated Nafi`:                     ""The Prophet used to make his she-camel sit across and he would pray facing it (as a Sutra)."" I asked, ""What would the Prophet do if the she-camel was provoked and moved?"" He said, ""He would take its camel-saddle and put it in front of him and pray facing its back part (as a Sutra). And Ibn `Umar used to do the same."" (This indicates that one should not pray except behind a Sutra)."
Sarah,30," Narrated `Aisha:                     Do you make us (women) equal to dogs and donkeys? While I used to lie in my bed, the Prophet would come and pray facing the middle of the bed. I used to consider it not good to stand in front of him in his prayers. So I used to slip away slowly and quietly from the foot of the bed till I got out of my guilt."
Sarah,30," Narrated Abu Sa`id:                     The Prophet said, (what is ascribed to him in the following Hadith):Narrated Abu Salih As-Samman:I saw Abu Sa`id Al-Khudri praying on a Friday, behind something which acted as a Sutra. A young man from Bani Abi Mu'ait [??] , wanted to pass in front of him, but Abu Sa`id repulsed him with a push on his chest. Finding no alternative he again tried to pass but Abu Sa`id pushed him with a greater force. The young man abused Abu Sa`id and went to Marwan and lodged a complaint against Abu Sa`id and Abu Sa`id followed the young man to Marwan who asked him, ""O Abu Sa`id! What has happened between you and the son of your brother?"" Abu Sa`id said to him, ""I heard the Prophet saying, 'If anybody amongst you is praying behind something as a Sutra and somebody tries to pass in front of him, then he should repulse him and if he refuses, he should use force against him for he is a Shaitan (a Satan).' """
Sarah,30," Narrated Busr bin Sa`id:                     that Zaid bin Khalid sent him to Abi Juhaim to ask him what he had heard from Allah's Apostle about a person passing in front of another person who was praying. Abu Juhaim replied, ""Allah's Apostle said, 'If the person who passes in front of another person in prayer knew the magnitude of his sin he would prefer to wait for 40 (days, months or years) rather than to pass in front of him."" Abu An-Nadr said, ""I do not remember exactly whether he said 40 days, months or years."""
Sarah,30," Narrated `Aisha:                     The things which annul the prayers were mentioned before me. They said, ""Prayer is annulled by a dog, a donkey and a woman (if they pass in front of the praying people)."" I said, ""You have made us (i.e. women) dogs. I saw the Prophet praying while I used to lie in my bed between him and the Qibla. Whenever I was in need of something, I would slip away. for I disliked to face him."""
Sarah,30," Narrated `Aisha:                     The Prophet used to pray while I was sleeping across in his bed in front of him. Whenever he wanted to pray witr, he would wake me up and I would pray witr."
Sarah,30," Narrated `Aisha:                     the wife of the Prophet, ""I used to sleep in front of Allah's Apostle with my legs opposite his Qibla (facing him); and whenever he prostrated, he pushed my feet and I withdrew them and whenever he stood, I stretched them."" `Aisha added, ""In those days there were no lamps in the houses."""
Sarah,30," Narrated `Aisha:                     The things which annual prayer were mentioned before me (and those were): a dog, a donkey and a woman. I said, ""You have compared us (women) to donkeys and dogs. By Allah! I saw the Prophet praying while I used to lie in (my) bed between him and the Qibla. Whenever I was in need of something, I disliked to sit and trouble the Prophet. So, I would slip away by the side of his feet."""
Sarah,30, Narrated `Aisha:                     (the wife of the Prophet) Allah's Apostle used to get up at night and pray while I used to lie across between him and the Qibla on his family's bed.
